-1~-1>(-1)Blank
7~880>(880)Medium/Heavy Pickup (pickup-style only – over 10000 lbs)
7~881>(881)Medium/Heavy – CBE
7~882>(882)Medium/Heavy – COE low entry
7~883>(883)Medium/Heavy – COE high entry
7~884>(884)Medium/Heavy –Unknown engine location
7~890>(890)Medium/Heavy – COE entry position unknown
7~898>(898)Other (medium/heavy truck)
7~899>(899)Unknown(medium/heavytrunc)
7~981>(981)Bus**: Conventional  (Engine out front)

7~988>(988)Other (bus)
7~997>(997)Not Reported
7~998>(998)Other (vehicle)
7~999>(999)Unknown (DODGE)
8~-1>(-1)Blank
8~10>(10)Imperial
8~398>(398)Other (automobile
8~399>(399)Unknown (automobile)
8~997>(997)Not Reported
9~-1>(-1)Blank
9~1>(1)Valiant/Scamp/Duster (thru 1976)
9~2>(2)Satellite/Belvedere
9~3>(3)Fury (Fury Gran thru &#39;78)
9~4>(4)Gran Fury (&#39;80 on)
9~5>(5)Barracuda
9~6>(6)Volare&#39;
9~7>(7)Caravelle
9~8>(8)Horizon/Turismo
9~11>(11)Reliant (K)
9~13>(13)Scamp-(car-based p/u)
9~17>(17)Sundance
9~19>(19)Acclaim
9~20>(20)Neon (2002 and on see Dodge)
9~31>(31)Cricket
9~32>(32)Arrow
9~33>(33)Sapporo
9~34>(34)Champ/Colt import (includes 2WD Vista)
9~35>(35)Conquest
9~37>(37)Laser
9~38>(38)Breeze
9~39>(39)Prowler (2002 and on see Chrysler)
9~398>(398)Other (automobile)
9~399>(399)Unknown (automobile)
9~421>(421)Trailduster
9~441>(441)Vista Van
9~442>(442)Voyager (minivan) (2001 and on see Chrysler)
9~461>(461)Van-fullsize (B-series)
9~471>(471)Arrow pickup (foreign)
9~498>(498)Other (light truck)
9~499>(499)Unknown (light truck)
9~997>(997)Not Reported
9~998>(998)Other (vehicle)
9~999>(999)Unknown (PLYMOUTH)
10~-1>(-1)Blank
10~34>(34)Summit (excludes wagon)
10~37>(37)Talon
10~40>(40)Premier
10~41>(41)Vision
10~44>(44)Medallion
10~45>(45)Summit Wagon
10~398>(398)Other (automobile)
10~399>(399)Unknown (automobile)
10~997>(997)Not Reported
12~-1>(-1)Blank
12~1>(1)Falcon
12~2>(2)Fairlane
12~3>(3)Mustang/Mustang II
12~4>(4)Thunderbird (all sizes)
12~5>(5)LTD II
12~6>(6)LTD/Custom/Galaxy (all sizes)
12~7>(7)Ranchero
12~8>(8)Maverick
12~9>(9)Pinto
12~10>(10)Torino/Gran Torino/Elite
12~11>(11)Granada
12~12>(12)Fairmont
12~13>(13)Escort/EXP/ZX2
12~15>(15)Tempo
12~16>(16)Crown Victoria
12~17>(17)Taurus/Taurus X
12~18>(18)Probe
12~21>(21)Five Hundred
12~22>(22)Freestyle
12~23>(23)Fusion
12~24>(24)Edge
12~25>(25)Flex
12~26>(26)City
12~31>(31)English Ford
12~32>(32)Fiesta
12~33>(33)Festiva
12~34>(34)Laser
12~35>(35)Contour
12~36>(36)Aspire
12~37>(37)Focus
12~38>(38)GT
12~398>(398)Other (automobile)
12~399>(399)Unknown (automobile)
12~401>(401)Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport
12~402>(402)Escape
12~421>(421)Bronco-fullsize (1978-on)
12~422>(422)Expedition
12~423>(423)Excursion
12~441>(441)Aerostar
12~442>(442)Windstar
12~443>(443)Freestar
12~444>(444)Transit Connect
12~461>(461)E-Series Van/Econoline
12~470>(470)Van Derivative
12~471>(471)Ranger
12~472>(472)Courier
12~473>(473)Explorer Sport Trac
12~481>(481)F-Series pickup
12~498>(498)Other (light truck)
12~499>(499)Unknown (light truck)
12~850>(850)Motorhome
12~870>(870)Medium/Heavy Van-Based Vehicle
12~880>(880)Medium/Heavy Pickup (pickup-style only - over 10000 lbs)
12~881>(881)Medium/Heavy – CBE
12~882>(882)Medium/Heavy – COE low entry
12~883>(883)Medium/Heavy – COE high entry
12~884>(884)Medium/Heavy – Unknown engine location
12~890>(890)Medium/Heavy – COE entry position unknown
12~898>(898)Other (medium/heavy truck)
12~899>(899)Unknown (medium/heavy truck)
12~981>(981)Bus**: Conventional (Engine out front)
12~988>(988)Other (bus)
12~997>(997)Not Reported
12~998>(998)Other (vehicle)
12~999>(999)Unknown (FORD)
13~-1>(-1)Blank
13~1>(1)Continental (thru &#39;81)/ Town Car
13~2>(2)Mark
13~5>(5)Continental (&#39;82 on)
13~11>(11)Versailles
13~12>(12)LS
13~13>(13)Zephyr/MKZ
13~14>(14)MKX
13~15>(15)MKS
13~16>(16)MKT
13~398>(398)Other (automobile)
13~399>(399)Unknown (automobile)
13~401>(401)Aviator
13~421>(421)Navigator
13~481>(481)Blackwood
13~482>(482)Mark LT
13~499>(499)Unknown (light truck)
13~997>(997)Not Reported
13~999>(999)Unknown (LINCOLN)
14~-1>(-1)Blank
14~2>(2)Cyclone
14~3>(3)Capri- domestic (1967 see 008)
14~4>(4)Cougar/XR7 (1967-1997)
14~6>(6)Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis
14~8>(8)Comet
14~9>(9)Bobcat
14~10>(10)Montego (prior to 1976; for 2005 on see code 020)
14~11>(11)Monarch
14~12>(12)Zephyr
14~13>(13)Lynx/LN7
14~15>(15)Topaz
14~17>(17)Sable
14~20>(20)Montego (2005 on)
14~21>(21)Milan
14~31>(31)Capri-foreign
14~33>(33)Pantera-foreign
14~36>(36)Tracer
14~37>(37)Mystique
14~38>(38)Cougar (1999 on)
14~39>(39)Marauder
14~398>(398)Other (automobile)
14~399>(399)Unknown (automobile)
14~401>(401)Mountaineer
14~402>(402)Mariner
14~443>(443)Villager
14~444>(444)Monterey (van version; for car version prior to 2004 see code 006)
14~498>(498)Other (light truck)
14~499>(499)Unknown (light truck)
14~997>(997)Not Reported
14~999>(999)Unknown (MERCURY)
18~-1>(-1)Blank
18~1>(1)Special/Skylark
18~2>(2)LeSabre/Centurion/ Estate Wagon Invicta Custom Limited T-Type Ltd C.M.I LE
18~3>(3)Electra/Electra 225/ Park Limited Park Avenue Ultra Base
18~4>(4)Roadmaster
18~5>(5)Riviera
18~7>(7)Century
18~8>(8)Apollo/Skylark
18~10>(10)Regal (RWD only)
18~12>(12)Skyhawk
18~15>(15)Skylark (76-85)
18~18>(18)Somerset/Skylark
18~20>(20)Regal (FWD)
18~21>(21)Reatta
18~22>(22)LaCrosse
18~23>(23)Lucerne
18~24>(24)Enclave (2008-12 model years only.  For 2013 on see model 403.)
18~31>(31)Opel Kadett
18~32>(32)Opel Manta
18~33>(33)Opel GT
18~34>(34)Opel Isuzu
18~398>(398)Other (automobile)
18~399>(399)Unknown (automobile)
18~401>(401)Rendezvous
18~402>(402)Rainier
18~441>(441)Terraza
18~498>(498)Other (light truck)
18~499>(499)Unknown (light truck)
18~997>(997)Not Reported
18~999>(999)Unknown BUICK
19~-1>(-1)Blank
19~3>(3)Deville/FleetwoodCoupe de Ville Sedan de Ville Fleetwood Brougham Fleetwood 60 Special d&#39;Elegan
19~4>(4)Limousine
19~5>(5)Eldorado
19~6>(6)Commercial Series
19~9>(9)Allante&#39;
19~14>(14)Seville
19~16>(16)Cimarron
19~17>(17)Catera
19~18>(18)CTS/CTC
19~19>(19)XLR
19~20>(20)SRX
19~21>(21)STS
19~22>(22)DTS
19~398>(398)Other (automobile)
19~399>(399)Unknown (automobile)
19~401>(401)BRX
19~421>(421)Escalade/ESV (from 2004 on; see 431 for 2003 only)
19~431>(431)Escalade ESV
19~480>(480)Escalade EXT (from 2002 -2006; for 2007 on see 481)
19~481>(481)Escalade EXT (from 2007 on; see 480 for 2002-2006)
19~498>(498)Other (light truck)
19~499>(499)Unknown (light truck)
19~997>(997)Not Reported
19~999>(999)Unknown CADILLAC
20~-1>(-1)Blank
20~1>(1)Chevelle/Malibu Classic Councours Laguna** S-3 Greenbriar Estate 300SS-396/454 Deluxe
20~2>(2)Impala/Caprice
20~4>(4)Corvette
20~6>(6)Corvair
20~7>(7)El Camino
20~8>(8)Nova (-&#39;79)
20~9>(9)Camaro
20~10>(10)Monte Carlo (thru &#39;88)
20~11>(11)Vega
20~12>(12)Monza
20~13>(13)Chevette
20~15>(15)Citation
20~16>(16)Cavalier
20~17>(17)Celebrity
20~19>(19)Beretta/Corsica
20~20>(20)Lumina
20~22>(22)Cobalt
20~23>(23)HHR
20~24>(24)Traverse (2009-2012 only.  For 2013 on see model 423.)
20~25>(25)Cruze
20~26>(26)Volt
20~27>(27)Caprice PPV
20~31>(31)Spectrum
20~32>(32)Nova/Geo Prizm/Prism
20~33>(33)Sprint/Geo Sprint
20~34>(34)Geo Metro/Metro
20~35>(35)Geo Storm
20~36>(36)Monte Carlo (1995 on)
20~37>(37)Malibu/Malibu Maxx
20~38>(38)SSR
20~39>(39)Aveo/Aveo 5
20~398>(398)Other (automobile)
20~399>(399)Unknown (automobile)
20~401>(401)S-10 Blazer/TrailBlazer (2002 only; for 2003 on see 403)
20~402>(402)Geo Tracker/Tracker
20~403>(403)TrailBlazer (2003 on; for 2002 model see 401)
20~404>(404)Equinox
20~421>(421)Fullsize Blazer/Tahoe
20~422>(422)Suburban (from 2004 on; see 431 for 1950-2003)
20~431>(431)Suburban (from 1950-2003;see 422 for 2004 on)
20~441>(441)Astro Van
20~442>(442)Lumina APV
20~443>(443)Venture
20~444>(444)Uplander
20~461>(461)G-series van
20~466>(466)P-series van
20~470>(470)Van derivative
20~471>(471)S-10/T-10 Pickup
20~472>(472)LUV
20~473>(473)Colorado
20~481>(481)C K R V-series pickup/Silverado
20~482>(482)Avalanche
20~498>(498)Other (light truck)
20~499>(499)Unknown (light truck)
20~850>(850)Motor Home
20~870>(870)Medium/Heavy Van-Based Vehicle
20~880>(880)Medium/Heavy Pickup (pickup-style only – over 10000 lbs)
20~881>(881)Medium/Heavy – CBE
20~882>(882)Medium/Heavy – COE low entry
20~883>(883)Medium/Heavy – COE high entry
20~884>(884)Medium/Heavy –Unknown engine location
20~890>(890)Medium/Heavy – COE entry position unknown
20~898>(898)Other (medium/heavy truck)
20~899>(899)Unknown (medium/heavy truck)
20~981>(981)Bus**: Conventional (Engine out front)
20~988>(988)Other (bus)
20~997>(997)Not Reported
20~998>(998)Other (vehicle)
20~999>(999)Unknown (CHEVROLET)
21~-1>(-1)Blank
21~1>(1)Cutlass (RWD-only)
21~2>(2)Delta 88/LSS
21~3>(3)Ninety-Eight/Regency
21~5>(5)Toronado
21~6>(6)Commercial Series
21~12>(12)Starfire
21~15>(15)Omega
21~16>(16)Firenza
21~17>(17)Ciera
21~18>(18)Calais
21~20>(20)Cutlass (FWD)
21~21>(21)Achieva/Alero
21~22>(22)Aurora
21~23>(23)Intrigue
21~398>(398)Other (automobile)
21~399>(399)Unknown (automobile)
21~401>(401)Bravada
21~441>(441)Silhouette
21~499>(499)Unknown (light truck)
21~997>(997)Not Reported
21~999>(999)Unknown (OLDSMOBILE)
22~-1>(-1)Blank
22~1>(1)Lemans/ Tempest (thru 1970)
22~2>(2)Bonneville/Catalina/ Parisienne
22~5>(5)Fiero
22~8>(8)Ventura/GTO
22~9>(9)Firebird/Trans AM
22~10>(10)Grand Prix (RWD)
22~11>(11)Astre
22~12>(12)Sunbird (thru 1980;1985 on see model 016)
22~13>(13)T-1000/1000
22~15>(15)Phoenix
22~16>(16)Sunbird (1985-1994)/J-2000/Sunfire (1995 on)
22~17>(17)6000
22~18>(18)Grand AM
22~19>(19)G5
22~20>(20)Grand Prix (FWD)
22~22>(22)G6
22~23>(23)Solstice
22~24>(24)G8
22~25>(25)G3
22~26>(26)G8-ST
22~31>(31)Lemans (1988-on)
22~32>(32)Vibe
22~398>(398)Other (automobile)
22~399>(399)Unknown (automobile)
22~401>(401)Aztek
22~403>(403)Torrent
22~441>(441)Trans Sport/ Montana/SV6
22~499>(499)Unknown (light truck)
22~997>(997)Not Reported
22~999>(999)Unknown (PONTIAC)
23~-1>(-1)Blank
23~7>(7)Caballero
23~8>(8)Acadia (2007-2012 only.  For 2013 on see model 423.)
23~399>(399)Unknown (automobile)
23~401>(401)Jimmy/Typhoon/Envoy
23~402>(402)Terrain
23~421>(421)Fullsize Jimmy/Yukon
23~422>(422)Suburban/Yukon XL (2004 on; see 431 for 1950- 2003)
23~431>(431)Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on)
23~441>(441)Safari (Minivan)
23~461>(461)G-series van/Savana
23~466>(466)P-series van
23~470>(470)Van derivative
23~471>(471)S15/T15/Sonoma
23~472>(472)Canyon
23~481>(481)C K R V-series pickup/     Sierra
23~498>(498)Other (light truck)
23~499>(499)Unknown (light truck)
23~850>(850)Motor Home
23~870>(870)Medium/Heavy Van-Based Vehicle
23~880>(880)Medium/Heavy Pickup (pickup-style only - over 10000 lbs
23~881>(881)Medium/Heavy - CBE
23~882>(882)Medium/Heavy – COE low entry
23~883>(883)Medium/Heavy – COE high entry
23~884>(884)Medium/Heavy – Unknown engine location
23~890>(890)Medium/Heavy – COE entry position unknown
23~898>(898)Other (medium/heavy truck)
23~899>(899)Unknown (medium/heavy truck)
23~981>(981)Bus**: Conventional (Engine out front)
23~988>(988)Other (bus)
23~997>(997)Not Reported
23~998>(998)Other (vehicle)
23~999>(999)Unknown (GMC)
24~-1>(-1)Blank
24~1>(1)SL
24~2>(2)SC
24~3>(3)SW
24~4>(4)EV1/EGV1*
24~5>(5)LS
24~6>(6)LW
24~7>(7)Ion
24~8>(8)Sky
24~9>(9)Aura
24~10>(10)Outlook
24~11>(11)Astra
24~398>(398)Other (automobile)
24~399>(399)Unknown (automobile)
24~401>(401)Vue
24~441>(441)Relay
24~499>(499)Unknown (Light truck)
24~997>(997)Not Reported
24~999>(999)Unknown (SATURN)
25~-1>(-1)Blank
25~401>(401)LLV
25~441>(441)Step-in van
25~498>(498)Other (light truck)
25~499>(499)Unknown (light truck)
25~881>(881)Medium/Heavy – CBE
25~882>(882)Medium/Heavy - COE low entry
25~883>(883)Medium/Heavy - COE high entry
25~884>(884)Medium/Heavy - engine location unknown
25~890>(890)Medium/Heavy - entry position unknown
25~898>(898)Other (Medium/Heavy truck)
25~899>(899)Unknown (Medium/Heavy truck)
25~983>(983)Bus: Flat front rear engine
25~988>(988)Other (bus)
25~997>(997)Not Reported
25~999>(999)Unknown (GRUMMAN/ GRUMMAN-OLSON)
29~-1>(-1)Blank
29~1>(1)Studabaker/Avanti
29~2>(2)Checker
29~3>(3)Panoz
29~4>(4)Saleen
29~398>(398)Other (automobile)
29~399>(399)Unknown Make
29~997>(997)Not Reported
30~-1>(-1)Blank
30~31>(31)Karmann Ghia
30~32>(32)Beetle 1300/1500
30~33>(33)Super Beetle
30~34>(34)411/412
30~35>(35)Squareback/Fastback
30~36>(36)Rabbit
30~37>(37)Dasher
30~38>(38)Scirocco
30~40>(40)Jetta/Jetta SportsWagen
30~41>(41)Quantum
30~42>(42)Golf/Cabriolet/Cabrio/GTI
30~43>(43)Rabbit Pickup
30~44>(44)Fox
30~45>(45)Corrado
30~46>(46)Passat (CC - 2008 thru 2011; see 052 for 2012 on)
30~47>(47)New Beetle
30~48>(48)Phaeton
30~51>(51)Eos
30~52>(52)Polo
30~398>(398)Other (automobile)
30~399>(399)Unknown (automobile)
30~401>(401)The Thing (181)
30~402>(402)Tiguan
30~421>(421)Touareg/Tourareg 2
30~441>(441)Vanagon/Camper
30~442>(442)Eurovan
30~443>(443)Routan
30~498>(498)Other (light truck)
30~499>(499)Unknown (light truck)
30~997>(997)Not Reported
30~998>(998)Other (vehicle)
30~999>(999)Unknown
31~-1>(-1)Blank
31~31>(31)Spider (Spyder)
31~32>(32)Sports Sedan
31~33>(33)Sprint/Special
31~34>(34)GTV-6
31~35>(35)164 (Alpha 164)
31~398>(398)Other (automobile)
31~399>(399)Unknown (automobile)
31~997>(997)Not Reported
32~-1>(-1)Blank
32~31>(31)Super 90
32~32>(32)100
32~33>(33)Fox
32~34>(34)4000
32~35>(35)5000
32~36>(36)80/90
32~37>(37)200
32~38>(38)V-8 Quattro
32~39>(39)Coupe Quattro
32~40>(40)S4 (1992-1994; 2000-2011 only. See model 055 for 2012 on)/S6 (1992-1994; 2000-2011 only.  See model 057 for 2013 on.)
32~41>(41)Cabriolet (1994-1998)
32~42>(42)A6
32~43>(43)A4
32~44>(44)A8
32~45>(45)TT/TTS
32~46>(46)S8
32~47>(47)Allroad (2001-2005)
32~48>(48)A3
32~49>(49)A5
32~50>(50)R8
32~51>(51)A7
32~52>(52)S5
32~54>(54)RS5
32~398>(398)Other (automobile)
32~399>(399)Unknown (automobile)
32~401>(401)Q7
32~402>(402)Q5
32~499>(499)Unknown (light truck)
32~997>(997)Not Reported
32~999>(999)Unknown (AUDI)
33~-1>(-1)Blank
33~31>(31)Marina
33~32>(32)America
33~33>(33)Healey Sprite
33~34>(34)Healey 100/3000
33~35>(35)Mini/Mini Cooper/Mini Moke
33~398>(398)Other (automobile)
33~399>(399)Unknown (automobile)
33~997>(997)Not Reported
34~-1>(-1)Blank
34~31>(31)1600 1800 20002002
34~32>(32)Coupe (before 1975)
34~33>(33)Bavarian Sedan
34~34>(34)3-series
34~35>(35)5-series
34~36>(36)6-series
34~37>(37)7-series
34~38>(38)8-series
34~39>(39)Z3
34~40>(40)Z8
34~41>(41)V5
34~42>(42)Z4
34~43>(43)1-Series
34~44>(44)X6
34~398>(398)Other (automobile)
34~399>(399)Unknown (automobile)
34~401>(401)X5
34~402>(402)X3
34~403>
34~499>(499)Unknown (light truck)
34~703>(703)125-349cc
34~705>(705)450-749cc
34~706>(706)750cc and over
34~709>(709)Unknown cc
34~997>(997)Not Reported
34~999>(999)Unknown (BMW)
35~-1>(-1)Blank
35~31>(31)F-10
35~32>(32)200SX/240SX
35~33>(33)210/1200/B210
35~34>(34)Z-car ZX
35~35>(35)310
35~36>(36)510
35~37>(37)610
35~38>(38)710
35~39>(39)810/Maxima
35~40>(40)Roadster
35~41>(41)311/411
35~42>(42)Stanza
35~43>(43)Sentra
35~44>(44)Pulsar
35~45>(45)Micra
35~46>(46)NX 1600/2000
35~47>(47)Altima
35~48>(48)350Z/370Z
35~49>(49)Murano
35~50>(50)Versa
35~51>(51)Rogue
35~52>(52)Cube
35~53>(53)GT-R
35~55>(55)Leaf
35~398>(398)Other (automobile)
35~399>(399)Unknown (automobile)
35~401>(401)Pathfinder
35~402>(402)Xterra
35~403>(403)Juke
35~421>(421)Pathfinder Armada
35~441>(441)Van
35~442>(442)Axxess
35~443>(443)Quest
35~444>(444)Altra EV*
35~445>(445)NV
35~461>(461)NV
35~471>(471)Datsun/Nissan Pickup 1955-1997)
35~472>(472)Frontier (1998 on)
35~473>(473)Titan (from 2004-06; see 481 for 2007 on)
35~481>(481)Titan (from 2007 on; see 473 for 2004-06)
35~498>(498)Other (light truck)
35~499>(499)Unknown (light truck)
35~870>(870)Medium Heavy Van-Based Vehicle
35~883>(883)Medium/Heavy – COE high entry
35~898>(898)Other (medium/heavy truck)
35~899>(899)Unknown (medium/heavy truck)
35~997>(997)Not Reported
35~999>(999)Unknown (NISSAN/DATSUN)
36~-1>(-1)Blank
36~31>(31)124 (Coupe/Sedan)
36~32>(32)124 Spider/Racer
36~33>(33)Brava/131
36~34>(34)850 (Coupe/Spider)
36~35>(35)128
36~36>(36)X-1/9
36~37>(37)Strada
36~38>(38)500
36~398>(398)Other (automobile)
36~399>(399)Unknown (automobile)
36~882>(882)Medium/Heavy – COE low entry
36~883>(883)Medium/Heavy – COE high entry
36~890>(890)Medium/Heavy – COE entry position unknown
36~898>(898)Other (medium/heavy truck)
36~899>(899)Unknown (medium/heavy truck)
36~997>(997)Not Reported
36~998>(998)Other (vehicle)
36~999>(999)Unknown (FIAT)
37~-1>(-1)Blank
37~31>(31)Civic/CRX del Sol
37~32>(32)Accord
37~33>(33)Prelude
37~34>(34)600
37~35>(35)S2000
37~36>(36)EV Plus*
37~37>(37)Insight
37~38>(38)FCX
37~39>(39)Fit
37~41>(41)CR-Z
37~398>(398)Other (automobile)
37~399>(399)Unknown (automobile)
37~401>(401)Passport
37~402>(402)CR-V
37~403>(403)Element
37~421>(421)Pilot
37~441>(441)Odyssey
37~471>(471)Ridgeline
37~498>(498)Other (light truck)
37~499>(499)Unknown (light truck)
37~701>(701)0- 50 cc
37~702>(702)51-124 cc
37~703>(703)125-349 cc
37~704>(704)350-449 cc
37~705>(705)450-749 cc
37~706>(706)750 cc or greater
37~709>(709)Unknown cc
37~732>(732)51-124cc
37~733>(733)125-349cc
37~734>(734)350cc or greater
37~739>(739)Unknown cc
37~997>(997)Not Reported
37~998>(998)(Other Vehicle)
37~999>(999)Unknown (HONDA)
38~-1>(-1)Blank
38~31>(31)I-Mark
38~32>(32)Impulse
38~33>(33)Stylus
38~398>(398)Other (automobile)
38~399>(399)Unknown (automobile)
38~401>(401)Trooper/Trooper II
38~402>(402)Rodeo/ Rodeo Sport
38~403>(403)Amigo
38~404>(404)VehiCROSS
38~405>(405)Axiom
38~421>(421)Ascender
38~441>(441)Oasis
38~471>(471)P&#39;up (pickup)
38~472>(472)Hombre
38~473>(473)i-280
38~474>(474)i-350
38~498>(498)Other (light truck)
38~499>(499)Unknown (light truck)
38~881>(881)Medium/Heavy – CBE
38~882>(882)Medium/Heavy – COE low entry
38~883>(883)Medium/Heavy – COE high entry
38~884>(884)Medium/Heavy – Unknown engine location
38~890>(890)Medium/Heavy – COE entry position unknown
38~898>(898)Other (medium/heavy truck)
38~899>(899)Unknown (medium/heavy truck)
38~981>(981)Bus**: Conventional (Engine out front)
38~982>(982)Bus: Front engine Flat front
38~983>(983)Bus: Rear engine Flat front
38~988>(988)Other (bus)
38~997>(997)Not Reported
38~999>(999)Unknown (ISUZU)
39~-1>(-1)Blank
39~31>(31)XJ-S XK8 Coupe
39~32>(32)XJ/XJ6/12/XJR/XJ8/  XJ8L Sedan/Coupe
39~33>(33)XK-E
39~34>(34)S-Type
39~35>(35)XKR/XK
39~36>(36)X-Type
39~37>(37)XF/XFR
39~398>(398)Other (automobile)
39~399>(399)Unknown (automobile)
39~997>(997)Not Reported
40~-1>(-1)Blank
40~31>(31)Beta Sedan – HPE
40~32>(32)Zagato
40~33>(33)Scorpion
40~398>(398)Other (automobile)
40~399>(399)Unknown (automobile)
40~997>(997)Not Reported
41~-1>(-1)Blank
41~31>(31)RX2
41~32>(32)RX3
41~33>(33)RX4
41~34>(34)RX7
41~35>(35)323/GLC/ Prot&#233;g&#233;/ Prot&#233;g&#233;5
41~36>(36)Cosmo
41~37>(37)626
41~38>(38)808
41~39>(39)Mizer
41~40>(40)R-100
41~41>(41)616/618
41~42>(42)1800
41~43>(43)929
41~44>(44)MX-6
41~45>(45)Miata/MX-5
41~46>(46)MX-3
41~47>(47)Millenia
41~48>(48)MP3
41~49>(49)RX-8
41~50>(50)Mazda6
41~51>(51)Mazda3
41~52>(52)Mazda5
41~53>(53)CX-7
41~54>(54)CX-9 (2007-12 only.For 2013 on see model 421.)
41~55>(55)Mazda2
41~398>(398)Other (automobile)
41~399>(399)Unknown (automobile)
41~401>(401)Navajo
41~402>(402)Tribute
41~441>(441)MPV
41~471>(471)Pickup/ B-Series Pickup
41~498>(498)Other (light truck)
41~499>(499)Unknown (light truck)
41~997>(997)Not Reported
41~999>(999)Unknown (MAZDA)
42~-1>(-1)Blank
42~31>(31)200/220/230/240/ 250/260/280/300/ 320/420
42~32>(32)230/280 SL
